"Date","Opponent","GF","GA","W","L","T","Streak","Result","HomeAway"
1979-10-10,"Chicago Black Hawks",2,4,0,1,0,"L 1","L","A"
1979-10-13,"Detroit Red Wings",3,3,0,1,1,"T 1","T","H"
1979-10-14,"Vancouver Canucks",4,4,0,1,2,"T 2","T","H"
1979-10-19,"Quebec Nordiques",6,3,1,1,2,"W 1","W","H"
1979-10-21,"Minnesota North Stars",5,5,1,1,3,"T 1","T","H"
1979-10-23,"New York Islanders",3,3,1,1,4,"T 2","T","A"
1979-10-24,"New York Rangers",2,10,1,2,4,"L 1","L","A"
1979-10-26,"Atlanta Flames",3,7,1,3,4,"L 2","L","A"
1979-10-28,"Washington Capitals",4,6,1,4,4,"L 3","L","H"
1979-10-30,"St. Louis Blues",1,2,1,5,4,"L 4","L","A"
1979-11-02,"New York Islanders",7,5,2,5,4,"W 1","W","H"
1979-11-04,"Boston Bruins",1,2,2,6,4,"L 1","L","H"
1979-11-07,"Detroit Red Wings",3,5,2,7,4,"L 2","L","A"
1979-11-08,"Boston Bruins",2,4,2,8,4,"L 3","L","A"
1979-11-11,"Toronto Maple Leafs",3,6,2,9,4,"L 4","L","H"
1979-11-13,"Washington Capitals",5,3,3,9,4,"W 1","W","A"
1979-11-15,"Philadelphia Flyers",3,5,3,10,4,"L 1","L","A"
1979-11-17,"Hartford Whalers",0,4,3,11,4,"L 2","L","A"
1979-11-18,"Buffalo Sabres",7,9,3,12,4,"L 3","L","A"
1979-11-21,"Toronto Maple Leafs",4,4,3,12,5,"T 1","T","A"
1979-11-24,"Philadelphia Flyers",2,2,3,12,6,"T 2","T","H"
1979-11-28,"Chicago Black Hawks",4,2,4,12,6,"W 1","W","H"
1979-11-30,"New York Islanders",5,3,5,12,6,"W 2","W","H"
1979-12-05,"Minnesota North Stars",1,6,5,13,6,"L 1","L","A"
1979-12-07,"Winnipeg Jets",3,8,5,14,6,"L 2","L","A"
1979-12-09,"Hartford Whalers",3,0,6,14,6,"W 1","W","H"
1979-12-12,"Atlanta Flames",5,5,6,14,7,"T 1","T","H"
1979-12-14,"Montreal Canadiens",5,3,7,14,7,"W 1","W","H"
1979-12-16,"Winnipeg Jets",3,4,7,15,7,"L 1","L","H"
1979-12-19,"Detroit Red Wings",4,6,7,16,7,"L 2","L","H"
1979-12-21,"Colorado Rockies",4,5,7,17,7,"L 3","L","A"
1979-12-22,"Los Angeles Kings",3,9,7,18,7,"L 4","L","A"
1979-12-26,"Colorado Rockies",4,3,8,18,7,"W 1","W","H"
1979-12-28,"Vancouver Canucks",5,3,9,18,7,"W 2","W","A"
1979-12-30,"Quebec Nordiques",1,2,9,19,7,"L 1","L","H"
1980-01-02,"Hartford Whalers",3,3,9,19,8,"T 1","T","H"
1980-01-05,"Los Angeles Kings",3,3,9,19,9,"T 2","T","H"
1980-01-07,"Montreal Canadiens",3,4,9,20,9,"L 1","L","A"
1980-01-09,"Quebec Nordiques",2,3,9,21,9,"L 2","L","A"
1980-01-11,"New York Rangers",2,6,9,22,9,"L 3","L","H"
1980-01-13,"Buffalo Sabres",6,5,10,22,9,"W 1","W","H"
1980-01-16,"Washington Capitals",5,2,11,22,9,"W 2","W","A"
1980-01-17,"Boston Bruins",1,7,11,23,9,"L 1","L","A"
1980-01-19,"Pittsburgh Penguins",5,2,12,23,9,"W 1","W","A"
1980-01-20,"Buffalo Sabres",4,4,12,23,10,"T 1","T","A"
1980-01-23,"Pittsburgh Penguins",4,3,13,23,10,"W 1","W","H"
1980-01-26,"Toronto Maple Leafs",8,3,14,23,10,"W 2","W","H"
1980-01-27,"Philadelphia Flyers",3,5,14,24,10,"L 1","L","H"
1980-01-29,"St. Louis Blues",2,3,14,25,10,"L 2","L","A"
1980-01-30,"Los Angeles Kings",8,1,15,25,10,"W 1","W","A"
1980-02-01,"Winnipeg Jets",9,2,16,25,10,"W 2","W","H"
1980-02-03,"Los Angeles Kings",5,3,17,25,10,"W 3","W","H"
1980-02-06,"St. Louis Blues",3,6,17,26,10,"L 1","L","H"
1980-02-08,"Atlanta Flames",2,4,17,27,10,"L 2","L","H"
1980-02-10,"Winnipeg Jets",2,2,17,27,11,"T 1","T","A"
1980-02-13,"Minnesota North Stars",5,3,18,27,11,"W 1","W","A"
1980-02-15,"Washington Capitals",8,2,19,27,11,"W 2","W","H"
1980-02-17,"St. Louis Blues",5,5,19,27,12,"T 1","T","H"
1980-02-19,"Hartford Whalers",2,6,19,28,12,"L 1","L","A"
1980-02-20,"New York Rangers",1,4,19,29,12,"L 2","L","A"
1980-02-22,"Colorado Rockies",1,3,19,30,12,"L 3","L","A"
1980-02-24,"Boston Bruins",2,4,19,31,12,"L 4","L","H"
1980-02-27,"Chicago Black Hawks",5,2,20,31,12,"W 1","W","A"
1980-02-29,"Buffalo Sabres",2,4,20,32,12,"L 1","L","H"
1980-03-01,"Vancouver Canucks",2,5,20,33,12,"L 2","L","H"
1980-03-04,"New York Islanders",4,6,20,34,12,"L 3","L","A"
1980-03-06,"Montreal Canadiens",4,5,20,35,12,"L 4","L","A"
1980-03-08,"Pittsburgh Penguins",4,5,20,36,12,"L 5","L","A"
1980-03-09,"Philadelphia Flyers",3,5,20,37,12,"L 6","L","A"
1980-03-12,"Quebec Nordiques",6,3,21,37,12,"W 1","W","A"
1980-03-14,"Chicago Black Hawks",6,4,22,37,12,"W 2","W","H"
1980-03-15,"Montreal Canadiens",3,7,22,38,12,"L 1","L","H"
1980-03-19,"New York Rangers",4,2,23,38,12,"W 1","W","H"
1980-03-21,"Pittsburgh Penguins",9,2,24,38,12,"W 2","W","H"
1980-03-25,"Atlanta Flames",5,4,25,38,12,"W 3","W","A"
1980-03-26,"Detroit Red Wings",5,2,26,38,12,"W 4","W","A"
1980-03-29,"Toronto Maple Leafs",8,5,27,38,12,"W 5","W","A"
1980-04-01,"Vancouver Canucks",0,5,27,39,12,"L 1","L","A"
1980-04-02,"Minnesota North Stars",1,1,27,39,13,"T 1","T","H"
1980-04-04,"Colorado Rockies",6,2,28,39,13,"W 1","W","H"
1980-10-10,"Quebec Nordiques",4,7,0,1,0,"L 1","L","H"
1980-10-12,"Colorado Rockies",2,3,0,2,0,"L 2","L","H"
1980-10-15,"Buffalo Sabres",0,2,0,3,0,"L 3","L","A"
1980-10-18,"New York Islanders",5,5,0,3,1,"T 1","T","A"
1980-10-19,"New York Rangers",4,2,1,3,1,"W 1","W","A"
1980-10-22,"Calgary Flames",5,3,2,3,1,"W 2","W","H"
1980-10-24,"Minnesota North Stars",2,4,2,4,1,"L 1","L","H"
1980-10-26,"Los Angeles Kings",4,4,2,4,2,"T 1","T","H"
1980-10-29,"Toronto Maple Leafs",4,4,2,4,3,"T 2","T","H"
1980-11-01,"Washington Capitals",2,2,2,4,4,"T 3","T","H"
1980-11-03,"Pittsburgh Penguins",4,4,2,4,5,"T 4","T","H"
1980-11-05,"Vancouver Canucks",3,4,2,5,5,"L 1","L","A"
1980-11-07,"Winnipeg Jets",4,2,3,5,5,"W 1","W","A"
1980-11-09,"St. Louis Blues",4,6,3,6,5,"L 1","L","H"
1980-11-13,"Philadelphia Flyers",1,8,3,7,5,"L 2","L","A"
1980-11-15,"Toronto Maple Leafs",2,4,3,8,5,"L 3","L","A"
1980-11-16,"Chicago Black Hawks",5,4,4,8,5,"W 1","W","A"
1980-11-19,"Vancouver Canucks",4,6,4,9,5,"L 1","L","H"
1980-11-23,"Buffalo Sabres",6,3,5,9,5,"W 1","W","H"
1980-11-25,"Colorado Rockies",3,4,5,10,5,"L 1","L","A"
1980-11-26,"Chicago Black Hawks",10,3,6,10,5,"W 1","W","H"
1980-11-28,"Hartford Whalers",4,6,6,11,5,"L 1","L","A"
1980-11-29,"Boston Bruins",3,6,6,12,5,"L 2","L","A"
1980-12-05,"New York Rangers",1,5,6,13,5,"L 3","L","H"
1980-12-07,"Hartford Whalers",6,4,7,13,5,"W 1","W","H"
1980-12-10,"New York Islanders",2,3,7,14,5,"L 1","L","H"
1980-12-13,"Montreal Canadiens",1,4,7,15,5,"L 2","L","A"
1980-12-14,"Quebec Nordiques",5,6,7,16,5,"L 3","L","A"
1980-12-16,"Detroit Red Wings",3,4,7,17,5,"L 4","L","A"
1980-12-17,"Washington Capitals",2,5,7,18,5,"L 5","L","A"
1980-12-20,"Montreal Canadiens",4,3,8,18,5,"W 1","W","H"
1980-12-23,"Los Angeles Kings",4,7,8,19,5,"L 1","L","A"
1980-12-27,"Detroit Red Wings",4,4,8,19,6,"T 1","T","H"
1980-12-28,"Philadelphia Flyers",1,2,8,20,6,"L 1","L","H"
1980-12-30,"Calgary Flames",3,5,8,21,6,"L 2","L","A"
1981-01-02,"Boston Bruins",7,5,9,21,6,"W 1","W","H"
1981-01-03,"Toronto Maple Leafs",4,1,10,21,6,"W 2","W","H"
1981-01-07,"Washington Capitals",6,3,11,21,6,"W 3","W","H"
1981-01-09,"Hartford Whalers",6,6,11,21,7,"T 1","T","H"
1981-01-11,"Quebec Nordiques",6,3,12,21,7,"W 1","W","A"
1981-01-12,"Montreal Canadiens",0,5,12,22,7,"L 1","L","A"
1981-01-14,"Toronto Maple Leafs",7,4,13,22,7,"W 1","W","A"
1981-01-16,"Buffalo Sabres",5,5,13,22,8,"T 1","T","A"
1981-01-17,"St. Louis Blues",6,7,13,23,8,"L 1","L","A"
1981-01-21,"Vancouver Canucks",5,1,14,23,8,"W 1","W","H"
1981-01-23,"New York Rangers",4,7,14,24,8,"L 1","L","H"
1981-01-24,"Minnesota North Stars",1,6,14,25,8,"L 2","L","A"
1981-01-28,"Montreal Canadiens",9,1,15,25,8,"W 1","W","H"
1981-01-30,"Chicago Black Hawks",4,2,16,25,8,"W 2","W","H"
1981-02-01,"Washington Capitals",4,7,16,26,8,"L 1","L","A"
1981-02-03,"St. Louis Blues",3,3,16,26,9,"T 1","T","A"
1981-02-04,"Chicago Black Hawks",3,6,16,27,9,"L 1","L","A"
1981-02-06,"Winnipeg Jets",10,4,17,27,9,"W 1","W","H"
1981-02-08,"Calgary Flames",4,10,17,28,9,"L 1","L","H"
1981-02-13,"Quebec Nordiques",2,4,17,29,9,"L 2","L","H"
1981-02-15,"Buffalo Sabres",2,2,17,29,10,"T 1","T","H"
1981-02-18,"St. Louis Blues",9,2,18,29,10,"W 1","W","H"
1981-02-20,"Boston Bruins",1,5,18,30,10,"L 1","L","H"
1981-02-21,"Winnipeg Jets",5,1,19,30,10,"W 1","W","A"
1981-02-24,"Los Angeles Kings",2,5,19,31,10,"L 1","L","A"
1981-02-25,"Philadelphia Flyers",6,2,20,31,10,"W 1","W","H"
1981-02-27,"Detroit Red Wings",5,2,21,31,10,"W 2","W","H"
1981-02-28,"Colorado Rockies",1,3,21,32,10,"L 1","L","A"
1981-03-03,"New York Islanders",8,8,21,32,11,"T 1","T","A"
1981-03-04,"New York Rangers",5,5,21,32,12,"T 2","T","A"
1981-03-07,"Philadelphia Flyers",5,3,22,32,12,"W 1","W","A"
1981-03-08,"Pittsburgh Penguins",4,6,22,33,12,"L 1","L","A"
1981-03-12,"New York Islanders",0,5,22,34,12,"L 2","L","H"
1981-03-15,"Calgary Flames",3,3,22,34,13,"T 1","T","A"
1981-03-16,"Pittsburgh Penguins",7,6,23,34,13,"W 1","W","H"
1981-03-18,"Minnesota North Stars",5,3,24,34,13,"W 2","W","A"
1981-03-20,"Minnesota North Stars",1,1,24,34,14,"T 1","T","H"
1981-03-21,"Los Angeles Kings",6,6,24,34,15,"T 2","T","H"
1981-03-23,"Boston Bruins",2,7,24,35,15,"L 1","L","A"
1981-03-25,"Hartford Whalers",7,2,25,35,15,"W 1","W","A"
1981-03-28,"Detroit Red Wings",4,2,26,35,15,"W 2","W","A"
1981-03-29,"Pittsburgh Penguins",5,2,27,35,15,"W 3","W","A"
1981-04-01,"Colorado Rockies",4,4,27,35,16,"T 1","T","H"
1981-04-03,"Vancouver Canucks",7,2,28,35,16,"W 1","W","A"
1981-04-04,"Winnipeg Jets",7,2,29,35,16,"W 2","W","H"
1981-10-07,"Colorado Rockies",7,4,1,0,0,"W 1","W","H"
1981-10-09,"Vancouver Canucks",2,6,1,1,0,"L 1","L","A"
1981-10-10,"Los Angeles Kings",7,4,2,1,0,"W 1","W","A"
1981-10-14,"Winnipeg Jets",2,4,2,2,0,"L 1","L","H"
1981-10-16,"Calgary Flames",8,4,3,2,0,"W 1","W","H"
1981-10-18,"Chicago Black Hawks",5,7,3,3,0,"L 1","L","A"
1981-10-20,"Calgary Flames",5,4,4,3,0,"W 1","W","A"
1981-10-21,"Hartford Whalers",5,2,5,3,0,"W 2","W","H"
1981-10-23,"Pittsburgh Penguins",8,3,6,3,0,"W 3","W","H"
1981-10-24,"Colorado Rockies",3,1,7,3,0,"W 4","W","A"
1981-10-27,"New York Islanders",3,4,7,4,0,"L 1","L","A"
1981-10-28,"New York Rangers",5,3,8,4,0,"W 1","W","A"
1981-10-31,"Quebec Nordiques",11,4,9,4,0,"W 2","W","H"
1981-11-04,"Toronto Maple Leafs",6,4,10,4,0,"W 3","W","H"
1981-11-07,"Colorado Rockies",4,5,10,5,0,"L 1","L","H"
1981-11-11,"Hartford Whalers",4,4,10,5,1,"T 1","T","A"
1981-11-12,"Boston Bruins",2,5,10,6,1,"L 1","L","A"
1981-11-14,"New York Islanders",5,5,10,6,2,"T 1","T","A"
1981-11-15,"New York Rangers",5,3,11,6,2,"W 1","W","A"
1981-11-17,"St. Louis Blues",5,1,12,6,2,"W 2","W","A"
1981-11-19,"Minnesota North Stars",2,2,12,6,3,"T 1","T","A"
1981-11-21,"Vancouver Canucks",8,3,13,6,3,"W 1","W","H"
1981-11-23,"Detroit Red Wings",8,4,14,6,3,"W 2","W","H"
1981-11-25,"Los Angeles Kings",11,4,15,6,3,"W 3","W","H"
1981-11-27,"Chicago Black Hawks",8,1,16,6,3,"W 4","W","H"
1981-11-29,"Winnipeg Jets",10,2,17,6,3,"W 5","W","A"
1981-12-01,"Montreal Canadiens",3,3,17,6,4,"T 1","T","A"
1981-12-02,"Quebec Nordiques",8,9,17,7,4,"L 1","L","A"
1981-12-04,"Vancouver Canucks",7,3,18,7,4,"W 1","W","H"
1981-12-05,"Vancouver Canucks",3,3,18,7,5,"T 1","T","A"
1981-12-09,"Los Angeles Kings",5,5,18,7,6,"T 2","T","A"
1981-12-13,"New York Islanders",4,3,19,7,6,"W 1","W","H"
1981-12-16,"Colorado Rockies",7,4,20,7,6,"W 2","W","A"
1981-12-17,"Calgary Flames",5,4,21,7,6,"W 3","W","A"
1981-12-19,"Minnesota North Stars",9,6,22,7,6,"W 4","W","H"
1981-12-20,"Calgary Flames",5,7,22,8,6,"L 1","L","H"
1981-12-23,"Vancouver Canucks",6,1,23,8,6,"W 1","W","H"
1981-12-27,"Los Angeles Kings",10,3,24,8,6,"W 2","W","H"
1981-12-30,"Philadelphia Flyers",7,5,25,8,6,"W 3","W","H"
1981-12-31,"Vancouver Canucks",1,3,25,9,6,"L 1","L","A"
1982-01-02,"Boston Bruins",4,4,25,9,7,"T 1","T","H"
1982-01-06,"Colorado Rockies",5,3,26,9,7,"W 1","W","H"
1982-01-09,"Calgary Flames",7,2,27,9,7,"W 2","W","H"
1982-01-10,"Calgary Flames",1,5,27,10,7,"L 1","L","A"
1982-01-13,"Washington Capitals",6,6,27,10,8,"T 1","T","A"
1982-01-14,"Philadelphia Flyers",2,8,27,11,8,"L 1","L","A"
1982-01-16,"Toronto Maple Leafs",1,7,27,12,8,"L 2","L","A"
1982-01-17,"Detroit Red Wings",4,4,27,12,9,"T 1","T","A"
1982-01-20,"St. Louis Blues",8,6,28,12,9,"W 1","W","H"
1982-01-22,"Vancouver Canucks",4,3,29,12,9,"W 2","W","A"
1982-01-24,"Colorado Rockies",7,4,30,12,9,"W 3","W","H"
1982-01-26,"St. Louis Blues",6,4,31,12,9,"W 4","W","A"
1982-01-27,"Chicago Black Hawks",3,3,31,12,10,"T 1","T","A"
1982-01-29,"Buffalo Sabres",3,1,32,12,10,"W 1","W","H"
1982-01-31,"Philadelphia Flyers",7,4,33,12,10,"W 2","W","H"
1982-02-03,"Montreal Canadiens",3,6,33,13,10,"L 1","L","H"
1982-02-06,"Toronto Maple Leafs",5,1,34,13,10,"W 1","W","H"
1982-02-07,"New York Rangers",8,4,35,13,10,"W 2","W","H"
1982-02-12,"Washington Capitals",5,3,36,13,10,"W 3","W","H"
1982-02-14,"Boston Bruins",2,2,36,13,11,"T 1","T","H"
1982-02-17,"Minnesota North Stars",7,4,37,13,11,"W 1","W","H"
1982-02-19,"Hartford Whalers",7,4,38,13,11,"W 2","W","H"
1982-02-21,"Detroit Red Wings",7,3,39,13,11,"W 3","W","A"
1982-02-24,"Buffalo Sabres",6,3,40,13,11,"W 4","W","A"
1982-02-27,"Pittsburgh Penguins",4,1,41,13,11,"W 5","W","A"
1982-02-28,"Washington Capitals",4,1,42,13,11,"W 6","W","A"
1982-03-02,"Montreal Canadiens",3,3,42,13,12,"T 1","T","A"
1982-03-03,"Quebec Nordiques",4,6,42,14,12,"L 1","L","A"
1982-03-06,"Colorado Rockies",2,5,42,15,12,"L 2","L","A"
1982-03-10,"Los Angeles Kings",2,3,42,16,12,"L 3","L","A"
1982-03-12,"Buffalo Sabres",2,3,42,17,12,"L 4","L","H"
1982-03-13,"Vancouver Canucks",5,3,43,17,12,"W 1","W","H"
1982-03-15,"Los Angeles Kings",3,3,43,17,13,"T 1","T","H"
1982-03-17,"Pittsburgh Penguins",10,4,44,17,13,"W 1","W","H"
1982-03-19,"Calgary Flames",3,3,44,17,14,"T 1","T","H"
1982-03-25,"Calgary Flames",7,2,45,17,14,"W 1","W","A"
1982-03-26,"Colorado Rockies",6,6,45,17,15,"T 1","T","A"
1982-03-28,"Los Angeles Kings",6,2,46,17,15,"W 1","W","A"
1982-03-31,"Los Angeles Kings",7,3,47,17,15,"W 2","W","H"
1982-04-04,"Winnipeg Jets",2,1,48,17,15,"W 3","W","H"
1982-10-05,"Calgary Flames",7,5,1,0,0,"W 1","W","H"
1982-10-08,"New York Islanders",4,6,1,1,0,"L 1","L","H"
1982-10-09,"Vancouver Canucks",6,3,2,1,0,"W 1","W","A"
1982-10-12,"Calgary Flames",4,9,2,2,0,"L 1","L","A"
1982-10-14,"Hartford Whalers",4,4,2,2,1,"T 1","T","A"
1982-10-16,"Boston Bruins",6,6,2,2,2,"T 2","T","A"
1982-10-17,"Buffalo Sabres",4,6,2,3,2,"L 1","L","A"
1982-10-20,"Hartford Whalers",4,2,3,3,2,"W 1","W","H"
1982-10-21,"Boston Bruins",3,5,3,4,2,"L 1","L","H"
1982-10-24,"Winnipeg Jets",5,9,3,5,2,"L 2","L","A"
1982-10-27,"Chicago Black Hawks",4,4,3,5,3,"T 1","T","H"
1982-10-29,"Los Angeles Kings",6,3,4,5,3,"W 1","W","H"
1982-10-31,"Vancouver Canucks",2,3,4,6,3,"L 1","L","H"
1982-11-03,"Winnipeg Jets",7,2,5,6,3,"W 1","W","H"
1982-11-05,"New York Rangers",5,1,6,6,3,"W 2","W","H"
1982-11-08,"Quebec Nordiques",5,5,6,6,4,"T 1","T","A"
1982-11-10,"Pittsburgh Penguins",4,5,6,7,4,"L 1","L","A"
1982-11-11,"New Jersey Devils",5,1,7,7,4,"W 1","W","A"
1982-11-13,"Philadelphia Flyers",4,3,8,7,4,"W 2","W","A"
1982-11-14,"New York Rangers",7,2,9,7,4,"W 3","W","A"
1982-11-16,"New York Islanders",2,4,9,8,4,"L 1","L","A"
1982-11-20,"Vancouver Canucks",3,3,9,8,5,"T 1","T","H"
1982-11-21,"Quebec Nordiques",7,9,9,9,5,"L 1","L","H"
1982-11-24,"Washington Capitals",3,3,9,9,6,"T 1","T","H"
1982-11-26,"Winnipeg Jets",6,5,10,9,6,"W 1","W","A"
1982-11-28,"Detroit Red Wings",7,5,11,9,6,"W 2","W","A"
1982-12-01,"Philadelphia Flyers",2,4,11,10,6,"L 1","L","H"
1982-12-04,"Calgary Flames",7,5,12,10,6,"W 1","W","H"
1982-12-05,"Los Angeles Kings",7,3,13,10,6,"W 2","W","H"
1982-12-07,"St. Louis Blues",3,2,14,10,6,"W 3","W","H"
1982-12-09,"Los Angeles Kings",3,3,14,10,7,"T 1","T","A"
1982-12-11,"Minnesota North Stars",4,5,14,11,7,"L 1","L","A"
1982-12-17,"New Jersey Devils",10,4,15,11,7,"W 1","W","H"
1982-12-19,"Montreal Canadiens",5,2,16,11,7,"W 2","W","H"
1982-12-22,"Minnesota North Stars",8,2,17,11,7,"W 3","W","H"
1982-12-23,"Los Angeles Kings",6,2,18,11,7,"W 4","W","A"
1982-12-26,"Calgary Flames",4,4,18,11,8,"T 1","T","A"
1982-12-29,"Chicago Black Hawks",6,8,18,12,8,"L 1","L","H"
1982-12-31,"Vancouver Canucks",8,1,19,12,8,"W 1","W","A"
1983-01-01,"Winnipeg Jets",5,3,20,12,8,"W 2","W","H"
1983-01-04,"Calgary Flames",6,3,21,12,8,"W 3","W","A"
1983-01-05,"Winnipeg Jets",8,3,22,12,8,"W 4","W","A"
1983-01-07,"Pittsburgh Penguins",7,2,23,12,8,"W 5","W","H"
1983-01-09,"Detroit Red Wings",3,4,23,13,8,"L 1","L","H"
1983-01-11,"St. Louis Blues",7,5,24,13,8,"W 1","W","A"
1983-01-12,"Chicago Black Hawks",10,4,25,13,8,"W 2","W","A"
1983-01-15,"Minnesota North Stars",10,4,26,13,8,"W 3","W","A"
1983-01-18,"Los Angeles Kings",3,3,26,13,9,"T 1","T","A"
1983-01-19,"Vancouver Canucks",9,4,27,13,9,"W 1","W","H"
1983-01-22,"Vancouver Canucks",3,4,27,14,9,"L 1","L","A"
1983-01-23,"Los Angeles Kings",8,6,28,14,9,"W 1","W","H"
1983-01-26,"Toronto Maple Leafs",6,6,28,14,10,"T 1","T","H"
1983-01-29,"Calgary Flames",5,4,29,14,10,"W 1","W","H"
1983-01-30,"New York Islanders",2,4,29,15,10,"L 1","L","H"
1983-02-03,"Los Angeles Kings",4,7,29,16,10,"L 2","L","H"
1983-02-04,"Montreal Canadiens",7,3,30,16,10,"W 1","W","H"
1983-02-11,"Quebec Nordiques",7,3,31,16,10,"W 2","W","H"
1983-02-14,"Montreal Canadiens",2,4,31,17,10,"L 1","L","A"
1983-02-17,"Philadelphia Flyers",3,7,31,18,10,"L 2","L","A"
1983-02-19,"Pittsburgh Penguins",10,7,32,18,10,"W 1","W","A"
1983-02-20,"Buffalo Sabres",5,4,33,18,10,"W 2","W","A"
1983-02-22,"Calgary Flames",1,4,33,19,10,"L 1","L","A"
1983-02-23,"Washington Capitals",6,3,34,19,10,"W 1","W","H"
1983-02-25,"St. Louis Blues",5,5,34,19,11,"T 1","T","H"
1983-02-27,"Winnipeg Jets",3,0,35,19,11,"W 1","W","H"
1983-03-01,"New Jersey Devils",4,3,36,19,11,"W 2","W","A"
1983-03-02,"Washington Capitals",5,3,37,19,11,"W 3","W","A"
1983-03-05,"Toronto Maple Leafs",6,3,38,19,11,"W 4","W","A"
1983-03-06,"Boston Bruins",2,5,38,20,11,"L 1","L","A"
1983-03-08,"Hartford Whalers",9,4,39,20,11,"W 1","W","A"
1983-03-11,"New York Rangers",3,1,40,20,11,"W 2","W","H"
1983-03-13,"Buffalo Sabres",6,2,41,20,11,"W 3","W","H"
1983-03-16,"Vancouver Canucks",4,3,42,20,11,"W 4","W","H"
1983-03-19,"Detroit Red Wings",9,7,43,20,11,"W 5","W","H"
1983-03-21,"Toronto Maple Leafs",4,1,44,20,11,"W 6","W","A"
