"Date","Opponent","GF","GA","W","L","T","Streak","Result","HomeAway"
1995-11-13,"Mighty Ducks of Anaheim",4,2,8,4,5,"W 2","W","A"
1995-11-14,"Detroit Red Wings",5,6,8,5,5,"L 1","L","H"
1995-11-16,"New York Islanders",9,2,9,5,5,"W 1","W","H"
1995-11-18,"Florida Panthers",3,2,10,5,5,"W 2","W","H"
1995-11-21,"Philadelphia Flyers",2,5,10,6,5,"L 1","L","A"
1995-11-22,"New York Islanders",2,5,10,7,5,"L 2","L","A"
1995-11-24,"Boston Bruins",1,2,10,8,5,"L 3","L","A"
1995-11-26,"Florida Panthers",1,5,10,9,5,"L 4","L","A"
1995-11-27,"Tampa Bay Lightning",0,2,10,10,5,"L 5","L","A"
1995-11-30,"Washington Capitals",3,2,11,10,5,"W 1","W","H"
1995-12-02,"Dallas Stars",2,2,11,10,6,"T 1","T","H"
1995-12-06,"Winnipeg Jets",6,3,12,10,6,"W 1","W","H"
1995-12-09,"St. Louis Blues",1,2,12,11,6,"L 1","L","H"
1995-12-11,"Calgary Flames",2,6,12,12,6,"L 2","L","A"
1995-12-13,"Ottawa Senators",6,2,13,12,6,"W 1","W","H"
1995-12-16,"Toronto Maple Leafs",3,6,13,13,6,"L 1","L","H"
1995-12-20,"Vancouver Canucks",2,2,13,13,7,"T 1","T","H"
1995-12-22,"San Jose Sharks",3,4,13,14,7,"L 1","L","A"
1995-12-23,"Colorado Avalanche",2,2,13,14,8,"T 1","T","H"
1995-12-27,"Mighty Ducks of Anaheim",7,1,14,14,8,"W 1","W","H"
1995-12-29,"Edmonton Oilers",4,5,14,15,8,"L 1","OTL","A"
1995-12-31,"Mighty Ducks of Anaheim",2,2,14,15,9,"T 1","T","A"
1996-01-03,"Winnipeg Jets",4,5,14,16,9,"L 1","L","H"
1996-01-05,"San Jose Sharks",5,2,15,16,9,"W 1","W","A"
1996-01-06,"San Jose Sharks",7,5,16,16,9,"W 2","W","H"
1996-01-08,"Dallas Stars",4,4,16,16,10,"T 1","T","A"
1996-01-10,"Toronto Maple Leafs",4,5,16,17,10,"L 1","L","A"
1996-01-12,"Detroit Red Wings",2,3,16,18,10,"L 2","L","A"
1996-01-14,"Chicago Blackhawks",2,5,16,19,10,"L 3","L","A"
1996-01-16,"Calgary Flames",5,5,16,19,11,"T 1","T","H"
1996-01-22,"New York Rangers",1,3,16,20,11,"L 1","L","A"
1996-01-23,"New Jersey Devils",1,3,16,21,11,"L 2","L","A"
1996-01-25,"Hartford Whalers",2,8,16,22,11,"L 3","L","A"
1996-01-27,"Mighty Ducks of Anaheim",5,4,17,22,11,"W 1","W","H"
1996-01-31,"Hartford Whalers",4,6,17,23,11,"L 1","L","H"
1996-02-01,"San Jose Sharks",6,6,17,23,12,"T 1","T","A"
1996-02-03,"Calgary Flames",1,2,17,24,12,"L 1","L","A"
1996-02-06,"Chicago Blackhawks",2,5,17,25,12,"L 2","L","H"
1996-02-08,"Toronto Maple Leafs",4,3,18,25,12,"W 1","W","H"
1996-02-10,"San Jose Sharks",1,6,18,26,12,"L 1","L","H"
1996-02-13,"Detroit Red Wings",4,9,18,27,12,"L 2","L","A"
1996-02-14,"Buffalo Sabres",2,2,18,27,13,"T 1","T","A"
1996-02-17,"Mighty Ducks of Anaheim",1,2,18,28,13,"L 1","OTL","H"
1996-02-19,"Boston Bruins",3,3,18,28,14,"T 1","T","H"
1996-02-21,"Edmonton Oilers",2,7,18,29,14,"L 1","L","A"
1996-02-23,"Colorado Avalanche",2,6,18,30,14,"L 2","L","A"
1996-02-24,"St. Louis Blues",2,2,18,30,15,"T 1","T","A"
1996-02-26,"Winnipeg Jets",3,4,18,31,15,"L 1","L","A"
1996-02-29,"Vancouver Canucks",2,2,26,24,12,"T 2","T","A"
1996-03-03,"Edmonton Oilers",4,3,27,24,12,"W 1","W","A"
1996-03-05,"Florida Panthers",2,0,28,24,12,"W 2","W","H"
1996-03-07,"Calgary Flames",2,4,28,25,12,"L 1","L","H"
1996-03-09,"Hartford Whalers",6,3,29,25,12,"W 1","W","H"
1996-03-12,"Calgary Flames",2,4,29,26,12,"L 1","L","A"
1996-03-15,"San Jose Sharks",4,2,30,26,12,"W 1","W","A"
1996-03-17,"Mighty Ducks of Anaheim",1,5,30,27,12,"L 1","L","A"
1996-03-18,"Los Angeles Kings",3,1,31,27,12,"W 1","W","A"
1996-03-20,"Dallas Stars",1,2,31,28,12,"L 1","L","A"
1996-03-22,"Mighty Ducks of Anaheim",1,6,31,29,12,"L 2","L","H"
1996-03-24,"Detroit Red Wings",2,2,31,29,13,"T 1","T","H"
1996-03-26,"Pittsburgh Penguins",4,8,31,30,13,"L 1","L","A"
1996-03-28,"New Jersey Devils",4,4,31,30,14,"T 1","T","H"
1996-03-31,"Detroit Red Wings",1,8,31,31,14,"L 1","L","A"
1996-04-03,"Colorado Avalanche",6,3,32,31,14,"W 1","W","A"
1996-04-04,"Toronto Maple Leafs",1,3,32,32,14,"L 1","L","H"
1996-04-06,"Toronto Maple Leafs",1,5,32,33,14,"L 2","L","A"
1996-04-08,"Winnipeg Jets",2,2,32,33,15,"T 1","T","H"
1996-04-11,"Colorado Avalanche",2,3,32,34,15,"L 1","L","H"
1996-04-14,"Chicago Blackhawks",2,2,32,34,16,"T 1","T","A"
1996-10-05,"Boston Bruins",4,4,0,0,1,"T 1","T","A"
1996-10-06,"Florida Panthers",2,5,0,1,1,"L 1","L","H"
1996-10-08,"Florida Panthers",1,1,0,1,2,"T 1","T","A"
1996-10-10,"Dallas Stars",1,2,0,2,2,"L 1","L","H"
1996-10-12,"Montreal Canadiens",2,5,0,3,2,"L 2","L","A"
1996-10-14,"Calgary Flames",5,4,1,3,2,"W 1","W","H"
1996-10-16,"Pittsburgh Penguins",8,1,2,3,2,"W 2","W","H"
1996-10-18,"St. Louis Blues",2,1,3,3,2,"W 3","W","H"
1996-10-20,"Tampa Bay Lightning",2,5,3,4,2,"L 1","L","A"
1996-10-23,"Washington Capitals",2,3,3,5,2,"L 2","L","H"
1996-10-25,"Florida Panthers",4,6,3,6,2,"L 3","L","A"
1996-10-27,"Buffalo Sabres",6,4,4,6,2,"W 1","W","H"
1996-10-29,"Florida Panthers",1,1,4,6,3,"T 1","T","H"
1996-10-30,"New Jersey Devils",6,1,5,6,3,"W 1","W","A"
1996-11-02,"Boston Bruins",5,2,6,6,3,"W 2","W","A"
1996-11-04,"Tampa Bay Lightning",3,5,6,7,3,"L 1","L","H"
1996-11-06,"New York Islanders",1,1,6,7,4,"T 1","T","A"
1996-11-09,"Washington Capitals",2,3,6,8,4,"L 1","L","A"
1996-11-11,"Vancouver Canucks",2,3,6,9,4,"L 2","L","H"
1996-11-13,"Philadelphia Flyers",1,2,6,10,4,"L 3","L","H"
1996-11-16,"Pittsburgh Penguins",8,3,7,10,4,"W 1","W","A"
1996-11-18,"Calgary Flames",3,5,7,11,4,"L 1","L","A"
1996-11-21,"Edmonton Oilers",2,3,7,12,4,"L 2","L","A"
1996-11-23,"Vancouver Canucks",3,5,7,13,4,"L 3","L","A"
1996-11-26,"Phoenix Coyotes",3,1,8,13,4,"W 1","W","A"
1996-11-27,"Colorado Avalanche",5,2,9,13,4,"W 2","W","A"
1996-12-01,"Montreal Canadiens",6,2,10,13,4,"W 3","W","H"
1996-12-04,"Philadelphia Flyers",1,1,10,13,5,"T 1","T","H"
1996-12-06,"Toronto Maple Leafs",6,5,11,13,5,"W 1","W","H"
1996-12-07,"Toronto Maple Leafs",4,0,12,13,5,"W 2","W","A"
1996-12-09,"Phoenix Coyotes",5,2,13,13,5,"W 3","W","H"
1996-12-11,"New York Islanders",3,5,13,14,5,"L 1","L","H"
1996-12-13,"Buffalo Sabres",3,0,14,14,5,"W 1","W","A"
1996-12-16,"Hartford Whalers",5,2,15,14,5,"W 2","W","H"
1996-12-18,"Los Angeles Kings",4,0,16,14,5,"W 3","W","H"
1996-12-21,"Montreal Canadiens",3,2,17,14,5,"W 4","OTW","A"
1996-12-22,"Florida Panthers",7,3,18,14,5,"W 5","W","H"
1996-12-26,"Ottawa Senators",2,5,18,15,5,"L 1","L","A"
1996-12-27,"Mighty Ducks of Anaheim",3,2,19,15,5,"W 1","W","H"
1996-12-30,"Dallas Stars",3,2,20,15,5,"W 2","W","A"
1996-12-31,"Tampa Bay Lightning",2,4,20,16,5,"L 1","L","A"
1997-01-02,"New York Islanders",4,3,21,16,5,"W 1","W","H"
1997-01-04,"Ottawa Senators",6,4,22,16,5,"W 2","W","H"
1997-01-06,"Colorado Avalanche",2,2,22,16,6,"T 1","T","H"
1997-01-08,"Tampa Bay Lightning",3,4,22,17,6,"L 1","L","H"
1997-01-09,"Washington Capitals",0,2,22,18,6,"L 2","L","A"
1997-01-12,"New Jersey Devils",3,0,23,18,6,"W 1","W","H"
1997-01-13,"New York Islanders",2,4,23,19,6,"L 1","L","H"
1997-01-21,"Edmonton Oilers",4,4,23,19,7,"T 1","T","H"
1997-01-22,"Washington Capitals",5,3,24,19,7,"W 1","W","A"
1997-01-25,"Pittsburgh Penguins",7,4,25,19,7,"W 2","W","A"
1997-01-27,"Chicago Blackhawks",1,2,25,20,7,"L 1","L","H"
1997-02-01,"Philadelphia Flyers",4,2,26,20,7,"W 1","W","A"
1997-02-02,"Boston Bruins",2,3,26,21,7,"L 1","L","H"
1997-02-05,"Hartford Whalers",5,2,27,21,7,"W 1","W","H"
1997-02-08,"New York Islanders",5,2,28,21,7,"W 2","W","A"
1997-02-09,"Florida Panthers",3,4,28,22,7,"L 1","L","A"
1997-02-13,"St. Louis Blues",1,4,28,23,7,"L 2","L","A"
1997-02-15,"Chicago Blackhawks",0,2,28,24,7,"L 3","L","A"
1997-02-17,"New Jersey Devils",2,2,28,24,8,"T 1","T","H"
1997-02-19,"New Jersey Devils",1,1,28,24,9,"T 2","T","A"
1997-02-21,"Hartford Whalers",2,7,28,25,9,"L 1","L","A"
1997-02-23,"Philadelphia Flyers",1,2,28,26,9,"L 2","L","A"
1997-03-01,"Detroit Red Wings",0,3,28,27,9,"L 3","L","A"
1997-03-03,"San Jose Sharks",5,4,29,27,9,"W 1","OTW","H"
1997-03-06,"Los Angeles Kings",6,2,30,27,9,"W 2","W","A"
1997-03-07,"Mighty Ducks of Anaheim",2,5,30,28,9,"L 1","L","A"
1997-03-09,"San Jose Sharks",2,1,31,28,9,"W 1","W","A"
1997-03-12,"Washington Capitals",3,2,32,28,9,"W 2","W","H"
1997-03-14,"Ottawa Senators",4,3,33,28,9,"W 3","OTW","A"
1997-03-17,"Ottawa Senators",3,4,33,29,9,"L 1","L","H"
1997-03-19,"Montreal Canadiens",4,5,33,30,9,"L 2","L","H"
1997-03-21,"Detroit Red Wings",3,1,34,30,9,"W 1","W","H"
1997-03-24,"Pittsburgh Penguins",3,0,35,30,9,"W 2","W","H"
1997-03-27,"New Jersey Devils",0,4,35,31,9,"L 1","L","A"
1997-03-29,"Hartford Whalers",1,2,35,32,9,"L 2","L","A"
1997-04-01,"Buffalo Sabres",1,1,35,32,10,"T 1","T","H"
1997-04-03,"Boston Bruins",5,4,36,32,10,"W 1","W","H"
1997-04-04,"Buffalo Sabres",1,5,36,33,10,"L 1","L","A"
1997-04-07,"Philadelphia Flyers",3,2,37,33,10,"W 1","W","H"
1997-04-10,"Philadelphia Flyers",6,3,38,33,10,"W 2","W","A"
1997-04-11,"Tampa Bay Lightning",2,4,38,34,10,"L 1","L","H"
1997-10-03,"New York Islanders",2,2,0,0,1,"T 1","T","H"
1997-10-05,"Los Angeles Kings",2,2,0,0,2,"T 2","T","H"
1997-10-08,"Edmonton Oilers",3,3,0,0,3,"T 3","T","A"
1997-10-09,"Calgary Flames",1,1,0,0,4,"T 4","T","A"
1997-10-11,"Vancouver Canucks",6,3,1,0,4,"W 1","W","A"
1997-10-14,"Pittsburgh Penguins",0,1,1,1,4,"L 1","L","H"
1997-10-15,"Ottawa Senators",1,5,1,2,4,"L 2","L","A"
1997-10-18,"St. Louis Blues",3,5,1,3,4,"L 3","L","A"
1997-10-20,"Carolina Hurricanes",4,2,2,3,4,"W 1","W","H"
1997-10-22,"Chicago Blackhawks",0,1,2,4,4,"L 1","L","H"
1997-10-24,"Tampa Bay Lightning",4,3,3,4,4,"W 1","W","H"
1997-10-26,"Mighty Ducks of Anaheim",3,3,3,4,5,"T 1","T","H"
1997-10-28,"Dallas Stars",2,3,3,5,5,"L 1","L","H"
1997-10-30,"New York Islanders",3,5,3,6,5,"L 2","L","A"
1997-11-03,"Edmonton Oilers",2,2,3,6,6,"T 1","T","H"
1997-11-05,"Colorado Avalanche",4,2,4,6,6,"W 1","W","A"
1997-11-07,"Dallas Stars",2,2,4,6,7,"T 1","T","A"
1997-11-12,"New Jersey Devils",2,3,4,7,7,"L 1","L","H"
1997-11-14,"Pittsburgh Penguins",3,1,5,7,7,"W 1","W","H"
1997-11-16,"Colorado Avalanche",4,1,6,7,7,"W 2","W","H"
1997-11-18,"Florida Panthers",3,1,7,7,7,"W 3","W","A"
1997-11-19,"Tampa Bay Lightning",3,6,7,8,7,"L 1","L","A"
1997-11-21,"Carolina Hurricanes",4,3,8,8,7,"W 1","W","A"
1997-11-22,"Pittsburgh Penguins",3,4,8,9,7,"L 1","OTL","A"
1997-11-25,"Vancouver Canucks",2,4,8,10,7,"L 2","L","H"
1997-11-26,"New York Islanders",1,4,8,11,7,"L 3","L","A"
1997-11-28,"Buffalo Sabres",3,3,8,11,8,"T 1","T","A"
1997-11-30,"Florida Panthers",1,1,8,11,9,"T 2","T","H"
1997-12-02,"Washington Capitals",2,3,8,12,9,"L 1","OTL","H"
1997-12-05,"Philadelphia Flyers",4,4,8,12,10,"T 1","T","H"
1997-12-06,"Montreal Canadiens",3,3,8,12,11,"T 2","T","A"
1997-12-08,"Phoenix Coyotes",3,1,9,12,11,"W 1","W","H"
1997-12-10,"Calgary Flames",1,4,9,13,11,"L 1","L","H"
1997-12-12,"Florida Panthers",3,4,9,14,11,"L 2","L","H"
1997-12-16,"New Jersey Devils",3,4,9,15,11,"L 3","L","A"
1997-12-17,"Florida Panthers",4,2,10,15,11,"W 1","W","A"
1997-12-20,"Tampa Bay Lightning",2,2,10,15,12,"T 1","T","A"
1997-12-21,"Buffalo Sabres",0,2,10,16,12,"L 1","L","H"
1997-12-23,"Tampa Bay Lightning",4,1,11,16,12,"W 1","W","H"
1997-12-26,"Buffalo Sabres",0,3,11,17,12,"L 1","L","A"
1997-12-28,"Boston Bruins",4,3,12,17,12,"W 1","W","H"
1997-12-31,"Tampa Bay Lightning",0,2,12,18,12,"L 1","L","A"
1998-01-03,"Washington Capitals",3,2,13,18,12,"W 1","W","A"
1998-01-06,"Carolina Hurricanes",4,2,14,18,12,"W 2","W","H"
1998-01-08,"Washington Capitals",3,5,14,19,12,"L 1","L","H"
1998-01-12,"Toronto Maple Leafs",3,2,15,19,12,"W 1","W","H"
1998-01-14,"New Jersey Devils",1,4,15,20,12,"L 1","L","A"
1998-01-20,"St. Louis Blues",3,1,16,20,12,"W 1","W","H"
1998-01-22,"Philadelphia Flyers",3,4,16,21,12,"L 1","L","H"
1998-01-24,"New Jersey Devils",3,3,16,21,13,"T 1","T","H"
1998-01-26,"Washington Capitals",2,2,16,21,14,"T 2","T","H"
1998-01-29,"Ottawa Senators",2,2,16,21,15,"T 3","T","A"
1998-01-31,"Boston Bruins",2,4,16,22,15,"L 1","L","A"
1998-02-02,"San Jose Sharks",3,2,17,22,15,"W 1","W","A"
1998-02-04,"Mighty Ducks of Anaheim",2,3,17,23,15,"L 1","L","A"
1998-02-05,"Los Angeles Kings",1,3,17,24,15,"L 2","L","A"
1998-02-07,"Phoenix Coyotes",1,1,17,24,16,"T 1","T","A"
1998-02-26,"Toronto Maple Leafs",5,2,18,24,16,"W 1","W","A"
1998-02-28,"Philadelphia Flyers",1,3,18,25,16,"L 1","L","H"
1998-03-02,"Buffalo Sabres",0,1,18,26,16,"L 2","L","H"
1998-03-04,"Florida Panthers",4,3,19,26,16,"W 1","W","A"
1998-03-07,"New Jersey Devils",3,6,19,27,16,"L 1","L","A"
1998-03-09,"New Jersey Devils",2,2,19,27,17,"T 1","T","H"
1998-03-11,"San Jose Sharks",5,3,20,27,17,"W 1","W","H"
1998-03-12,"Montreal Canadiens",1,4,20,28,17,"L 1","L","A"
1998-03-14,"Boston Bruins",1,5,20,29,17,"L 2","L","A"
1998-03-16,"Ottawa Senators",5,4,21,29,17,"W 1","W","H"
1998-03-18,"Montreal Canadiens",2,1,22,29,17,"W 2","OTW","H"
1998-03-21,"Detroit Red Wings",3,4,22,30,17,"L 1","L","H"
1998-03-22,"Philadelphia Flyers",4,5,22,31,17,"L 2","OTL","A"
1998-03-25,"Ottawa Senators",2,3,22,32,17,"L 3","OTL","H"
1998-03-26,"Carolina Hurricanes",1,4,22,33,17,"L 4","L","A"
1998-03-28,"Pittsburgh Penguins",2,2,22,33,18,"T 1","T","A"
1998-03-30,"Tampa Bay Lightning",1,3,22,34,18,"L 1","L","H"
1998-04-01,"Boston Bruins",2,4,22,35,18,"L 2","L","H"
1998-04-04,"New York Islanders",0,3,22,36,18,"L 3","L","A"
1998-04-05,"Chicago Blackhawks",2,1,23,36,18,"W 1","OTW","A"
1998-04-07,"Montreal Canadiens",2,3,23,37,18,"L 1","L","H"
1998-04-11,"Detroit Red Wings",2,5,23,38,18,"L 2","L","A"
1998-04-14,"Washington Capitals",1,3,23,39,18,"L 3","L","A"
1998-04-15,"New York Islanders",4,2,24,39,18,"W 1","W","H"
1998-04-18,"Philadelphia Flyers",2,1,25,39,18,"W 2","W","A"
1998-10-09,"Philadelphia Flyers",0,1,0,1,0,"L 1","L","H"
1998-10-10,"Montreal Canadiens",1,7,0,2,0,"L 2","L","A"
1998-10-12,"St. Louis Blues",2,4,0,3,0,"L 3","L","H"
1998-10-16,"New Jersey Devils",1,2,0,4,0,"L 4","L","H"
1998-10-17,"Pittsburgh Penguins",3,3,0,4,1,"T 1","T","A"
1998-10-20,"Edmonton Oilers",3,2,1,4,1,"W 1","W","H"
1998-10-22,"New York Islanders",3,2,2,4,1,"W 2","W","H"
1998-10-24,"Philadelphia Flyers",2,2,2,4,2,"T 1","T","A"
1998-10-27,"Buffalo Sabres",0,0,2,4,3,"T 2","T","H"
1998-10-30,"Carolina Hurricanes",1,0,3,4,3,"W 1","W","H"
1998-11-03,"New Jersey Devils",1,3,3,5,3,"L 1","L","A"
1998-11-04,"Montreal Canadiens",1,4,3,6,3,"L 2","L","H"
1998-11-07,"Toronto Maple Leafs",6,6,3,6,4,"T 1","T","A"
1998-11-10,"Tampa Bay Lightning",10,2,4,6,4,"W 1","W","A"
1998-11-11,"Florida Panthers",1,4,4,7,4,"L 1","L","A"
1998-11-13,"Boston Bruins",3,3,4,7,5,"T 1","T","H"
1998-11-18,"Mighty Ducks of Anaheim",1,3,4,8,5,"L 1","L","A"
1998-11-19,"Los Angeles Kings",5,1,5,8,5,"W 1","W","A"
1998-11-21,"San Jose Sharks",2,2,5,8,6,"T 1","T","A"
1998-11-25,"Buffalo Sabres",2,4,5,9,6,"L 1","L","A"
1998-11-27,"Pittsburgh Penguins",2,2,5,9,7,"T 1","T","A"
1998-11-29,"Nashville Predators",5,1,6,9,7,"W 1","W","H"
1998-12-01,"Florida Panthers",5,4,7,9,7,"W 2","OTW","H"
1998-12-02,"New York Islanders",3,2,8,9,7,"W 3","W","A"
1998-12-05,"Ottawa Senators",2,1,9,9,7,"W 4","W","A"
1998-12-07,"Toronto Maple Leafs",6,2,10,9,7,"W 5","W","H"
1998-12-09,"Colorado Avalanche",1,2,10,10,7,"L 1","L","H"
1998-12-11,"Buffalo Sabres",0,2,10,11,7,"L 2","L","A"
1998-12-14,"Calgary Flames",5,2,11,11,7,"W 1","W","H"
1998-12-16,"New Jersey Devils",3,6,11,12,7,"L 1","L","A"
1998-12-19,"Toronto Maple Leafs",4,7,11,13,7,"L 2","L","A"
1998-12-23,"Carolina Hurricanes",0,1,11,14,7,"L 3","L","H"
1998-12-26,"Carolina Hurricanes",6,3,12,14,7,"W 1","W","A"
1998-12-30,"Phoenix Coyotes",1,3,12,15,7,"L 1","L","A"
1998-12-31,"Colorado Avalanche",6,3,13,15,7,"W 1","W","A"
1999-01-02,"St. Louis Blues",1,0,14,15,7,"W 2","W","A"
1999-01-04,"San Jose Sharks",4,3,15,15,7,"W 3","W","H"
1999-01-06,"New Jersey Devils",2,5,15,16,7,"L 1","L","H"
1999-01-07,"Washington Capitals",1,5,15,17,7,"L 2","L","A"
1999-01-10,"Tampa Bay Lightning",5,2,16,17,7,"W 1","W","H"
1999-01-13,"New York Islanders",4,3,17,17,7,"W 2","OTW","H"
1999-01-15,"Chicago Blackhawks",1,3,17,18,7,"L 1","L","H"
1999-01-16,"Montreal Canadiens",0,3,17,19,7,"L 2","L","A"
1999-01-19,"Ottawa Senators",1,2,17,20,7,"L 3","L","H"
1999-01-21,"Florida Panthers",1,2,17,21,7,"L 4","L","H"
1999-01-26,"Washington Capitals",4,1,18,21,7,"W 1","W","A"
1999-01-28,"Carolina Hurricanes",2,3,18,22,7,"L 1","OTL","A"
1999-01-30,"Detroit Red Wings",3,2,19,22,7,"W 1","W","A"
1999-02-01,"Washington Capitals",1,3,19,23,7,"L 1","L","H"
1999-02-04,"Vancouver Canucks",8,4,20,23,7,"W 1","W","H"
1999-02-07,"Boston Bruins",2,3,20,24,7,"L 1","L","A"
1999-02-12,"Carolina Hurricanes",1,3,20,25,7,"L 2","L","H"
1999-02-14,"Detroit Red Wings",2,4,20,26,7,"L 3","L","H"
1999-02-15,"Nashville Predators",7,4,21,26,7,"W 1","W","A"
1999-02-17,"Montreal Canadiens",3,6,21,27,7,"L 1","L","H"
1999-02-19,"Pittsburgh Penguins",6,1,22,27,7,"W 1","W","H"
1999-02-21,"Edmonton Oilers",2,1,23,27,7,"W 2","OTW","A"
1999-02-22,"Calgary Flames",2,6,23,28,7,"L 1","L","A"
1999-02-26,"Phoenix Coyotes",3,0,24,28,7,"W 1","W","H"
1999-02-28,"Philadelphia Flyers",6,5,25,28,7,"W 2","W","H"
1999-03-02,"Dallas Stars",2,2,25,28,8,"T 1","T","H"
1999-03-04,"Washington Capitals",4,2,26,28,8,"W 1","W","A"
1999-03-07,"Boston Bruins",3,1,27,28,8,"W 2","W","A"
1999-03-08,"Toronto Maple Leafs",3,2,28,28,8,"W 3","OTW","H"
1999-03-10,"Ottawa Senators",0,3,28,29,8,"L 1","L","H"
1999-03-12,"Boston Bruins",4,5,28,30,8,"L 2","L","H"
1999-03-14,"New York Islanders",3,2,29,30,8,"W 1","OTW","A"
1999-03-15,"Washington Capitals",1,1,29,30,9,"T 1","T","H"
1999-03-19,"Buffalo Sabres",2,3,29,31,9,"L 1","OTL","H"
1999-03-21,"Pittsburgh Penguins",2,2,29,31,10,"T 1","T","H"
1999-03-22,"Tampa Bay Lightning",3,6,29,32,10,"L 1","L","A"
1999-03-24,"Florida Panthers",2,1,30,32,10,"W 1","W","A"
1999-03-27,"Philadelphia Flyers",1,3,30,33,10,"L 1","L","A"
1999-03-29,"New York Islanders",3,1,31,33,10,"W 1","W","H"
1999-04-02,"Mighty Ducks of Anaheim",1,4,31,34,10,"L 1","L","H"
1999-04-04,"New Jersey Devils",1,4,31,35,10,"L 2","L","A"
1999-04-05,"Philadelphia Flyers",5,1,32,35,10,"W 1","W","A"
1999-04-08,"Chicago Blackhawks",2,6,32,36,10,"L 1","L","A"
1999-04-09,"Dallas Stars",1,3,32,37,10,"L 2","L","A"
1999-04-12,"Tampa Bay Lightning",2,1,33,37,10,"W 1","W","H"
1999-04-15,"Ottawa Senators",2,2,33,37,11,"T 1","T","A"
1999-04-18,"Pittsburgh Penguins",1,2,33,38,11,"L 1","OTL","H"
